Year,City,Sport,Discipline,Athlete,Country Code,Country,Gender,Event,Medal
1924,Chamonix,Biathlon,Biathlon,"BERTHET, G.",FRA,France,Men,Military Patrol,Bronze
1924,Chamonix,Biathlon,Biathlon,"MANDRILLON, C.",FRA,France,Men,Military Patrol,Bronze
1924,Chamonix,Biathlon,Biathlon,"MANDRILLON, Maurice",FRA,France,Men,Military Patrol,Bronze
1924,Chamonix,Biathlon,Biathlon,"VANDELLE, André",FRA,France,Men,Military Patrol,Bronze
1924,Chamonix,Biathlon,Biathlon,"AUFDENBLATTEN, Adolf",SUI,Switzerland,Men,Military Patrol,Gold
1924,Chamonix,Biathlon,Biathlon,"JULEN, Alphonse",SUI,Switzerland,Men,Military Patrol,Gold
1924,Chamonix,Biathlon,Biathlon,"JULEN, Ant.",SUI,Switzerland,Men,Military Patrol,Gold
1924,Chamonix,Biathlon,Biathlon,"VAUCHER, D.",SUI,Switzerland,Men,Military Patrol,Gold
1924,Chamonix,Biathlon,Biathlon,"BREMER, V.E.",FIN,Finland,Men,Military Patrol,Silver
1924,Chamonix,Biathlon,Biathlon,"ESKELINEN, A.",FIN,Finland,Men,Military Patrol,Silver
1924,Chamonix,Biathlon,Biathlon,"HIRVONEN, H.",FIN,Finland,Men,Military Patrol,Silver
1924,Chamonix,Biathlon,Biathlon,"LAPPALAINEN, Martti",FIN,Finland,Men,Military Patrol,Silver
1924,Chamonix,Bobsleigh,Bobsleigh,"MORTIAUX, René",BEL,Belgium,Men,Four-Man,Bronze
1924,Chamonix,Bobsleigh,Bobsleigh,"MULDER, Charles",BEL,Belgium,Men,Four-Man,Bronze
1924,Chamonix,Bobsleigh,Bobsleigh,"VAN DEN BROECK, Paul",BEL,Belgium,Men,Four-Man,Bronze
1924,Chamonix,Bobsleigh,Bobsleigh,"VERSCHUEREN, Victor",BEL,Belgium,Men,Four-Man,Bronze
1924,Chamonix,Bobsleigh,Bobsleigh,"WILLIEMS, Henri",BEL,Belgium,Men,Four-Man,Bronze
1924,Chamonix,Bobsleigh,Bobsleigh,"NEVEU, Alfred",SUI,Switzerland,Men,Four-Man,Gold
1924,Chamonix,Bobsleigh,Bobsleigh,"SCHERRER, Eduard",SUI,Switzerland,Men,Four-Man,Gold
1924,Chamonix,Bobsleigh,Bobsleigh,"SCHLÄPPI, Alfred",SUI,Switzerland,Men,Four-Man,Gold
1924,Chamonix,Bobsleigh,Bobsleigh,"SCHLÄPPI, Heinrich",SUI,Switzerland,Men,Four-Man,Gold
1924,Chamonix,Bobsleigh,Bobsleigh,"ARNOLD, Thomas",GBR,United Kingdom,Men,Four-Man,Silver
1924,Chamonix,Bobsleigh,Bobsleigh,"BROOME, Ralpf",GBR,United Kingdom,Men,Four-Man,Silver
1924,Chamonix,Bobsleigh,Bobsleigh,"RICHARDSON, Alexander",GBR,United Kingdom,Men,Four-Man,Silver
1924,Chamonix,Bobsleigh,Bobsleigh,"SOHER, Rodney",GBR,United Kingdom,Men,Four-Man,Silver
1924,Chamonix,Curling,Curling,"ALDEERT, H.",FRA,France,Men,Curling,Bronze
1924,Chamonix,Curling,Curling,"ANDRE, Georges",FRA,France,Men,Curling,Bronze
1924,Chamonix,Curling,Curling,BENEDIC,FRA,France,Men,Curling,Bronze
1924,Chamonix,Curling,Curling,"CANIVET, P.",FRA,France,Men,Curling,Bronze
1924,Chamonix,Curling,Curling,"COURNOLLET, F.",FRA,France,Men,Curling,Bronze
1924,Chamonix,Curling,Curling,"PLANQUE, R.",FRA,France,Men,Curling,Bronze
1924,Chamonix,Curling,Curling,"AIKMAN, T.",GBR,United Kingdom,Men,Curling,Gold
1924,Chamonix,Curling,Curling,"ASTLEY, D.-G.",GBR,United Kingdom,Men,Curling,Gold
1924,Chamonix,Curling,Curling,"BROWN, V.",GBR,United Kingdom,Men,Curling,Gold
1924,Chamonix,Curling,Curling,"COUSIN, R.",GBR,United Kingdom,Men,Curling,Gold
1924,Chamonix,Curling,Curling,"JACKSON, V.-K.",GBR,United Kingdom,Men,Curling,Gold
1924,Chamonix,Curling,Curling,"MC LEOD, J.",GBR,United Kingdom,Men,Curling,Gold
1924,Chamonix,Curling,Curling,"MURRAY, T.-B.",GBR,United Kingdom,Men,Curling,Gold
1924,Chamonix,Curling,Curling,"WELSH, R.",GBR,United Kingdom,Men,Curling,Gold
1924,Chamonix,Curling,Curling,"AHLEN, J.P.",SWE,Sweden,Men,Curling,Silver
1924,Chamonix,Curling,Curling,"KRONLUND, Carl Augustus Verner",SWE,Sweden,Men,Curling,Silver
1924,Chamonix,Curling,Curling,"ODLUND, T.-M.",SWE,Sweden,Men,Curling,Silver
1924,Chamonix,Curling,Curling,"PETERSEN, C.-W.",SWE,Sweden,Men,Curling,Silver
1924,Chamonix,Curling,Curling,"PETTERSSON, C.-A.-F.",SWE,Sweden,Men,Curling,Silver
1924,Chamonix,Curling,Curling,"SEVERIN, E.-O.",SWE,Sweden,Men,Curling,Silver
1924,Chamonix,Curling,Curling,"WAHLBERG, K.-E.",SWE,Sweden,Men,Curling,Silver
1924,Chamonix,Curling,Curling,"WETTERSTROM, V.-E.",SWE,Sweden,Men,Curling,Silver
1924,Chamonix,Ice Hockey,Ice Hockey,"ANDERSON, William",GBR,United Kingdom,Men,Ice Hockey,Bronze
1924,Chamonix,Ice Hockey,Ice Hockey,"BOULDEN, C.-B.",GBR,United Kingdom,Men,Ice Hockey,Bronze
1924,Chamonix,Ice Hockey,Ice Hockey,"CARR-HARRIS, Louis Howland",GBR,United Kingdom,Men,Ice Hockey,Bronze
1924,Chamonix,Ice Hockey,Ice Hockey,"CARRUTHERS, Colin Gordon",GBR,United Kingdom,Men,Ice Hockey,Bronze
1924,Chamonix,Ice Hockey,Ice Hockey,"CARRUTHERS, Eric Dudley",GBR,United Kingdom,Men,Ice Hockey,Bronze
1924,Chamonix,Ice Hockey,Ice Hockey,"CLARKSON, Guy E.",GBR,United Kingdom,Men,Ice Hockey,Bronze
1924,Chamonix,Ice Hockey,Ice Hockey,"CUTHBERT, Ross George",GBR,United Kingdom,Men,Ice Hockey,Bronze
1924,Chamonix,Ice Hockey,Ice Hockey,"HOLMES, George",GBR,United Kingdom,Men,Ice Hockey,Bronze
1924,Chamonix,Ice Hockey,Ice Hockey,"JUKES, Hamilton",GBR,United Kingdom,Men,Ice Hockey,Bronze
1924,Chamonix,Ice Hockey,Ice Hockey,"PATTON, B.-N.",GBR,United Kingdom,Men,Ice Hockey,Bronze
1924,Chamonix,Ice Hockey,Ice Hockey,"PITBLADO, Edward",GBR,United Kingdom,Men,Ice Hockey,Bronze
1924,Chamonix,Ice Hockey,Ice Hockey,"SEXTON, Blane Nathaniel",GBR,United Kingdom,Men,Ice Hockey,Bronze
1924,Chamonix,Ice Hockey,Ice Hockey,"CAMERON, Jack",CAN,Canada,Men,Ice Hockey,Gold
1924,Chamonix,Ice Hockey,Ice Hockey,"COLLETT, Ernest J.",CAN,Canada,Men,Ice Hockey,Gold
1924,Chamonix,Ice Hockey,Ice Hockey,"MAC CAFFERY, Albert",CAN,Canada,Men,Ice Hockey,Gold
1924,Chamonix,Ice Hockey,Ice Hockey,"MAC MUNN, Harold",CAN,Canada,Men,Ice Hockey,Gold
1924,Chamonix,Ice Hockey,Ice Hockey,"MUNRO, Duncan",CAN,Canada,Men,Ice Hockey,Gold
1924,Chamonix,Ice Hockey,Ice Hockey,"RAMSAY, W.-Beattie",CAN,Canada,Men,Ice Hockey,Gold
1924,Chamonix,Ice Hockey,Ice Hockey,"SLATER, Cyril",CAN,Canada,Men,Ice Hockey,Gold
1924,Chamonix,Ice Hockey,Ice Hockey,"SMITH, Reginald",CAN,Canada,Men,Ice Hockey,Gold
1924,Chamonix,Ice Hockey,Ice Hockey,"WATSON, Harry",CAN,Canada,Men,Ice Hockey,Gold
1924,Chamonix,Ice Hockey,Ice Hockey,"ABEL, Clarence John",USA,United States,Men,Ice Hockey,Silver
1924,Chamonix,Ice Hockey,Ice Hockey,"DRURY, Herbert L.",USA,United States,Men,Ice Hockey,Silver
1924,Chamonix,Ice Hockey,Ice Hockey,"GERAN, N.",USA,United States,Men,Ice Hockey,Silver
1924,Chamonix,Ice Hockey,Ice Hockey,"LACROIX, Alphonse",USA,United States,Men,Ice Hockey,Silver
1924,Chamonix,Ice Hockey,Ice Hockey,"LANGLEY, John Arthur",USA,United States,Men,Ice Hockey,Silver
1924,Chamonix,Ice Hockey,Ice Hockey,"LYONS, John Sharkey",USA,United States,Men,Ice Hockey,Silver
1924,Chamonix,Ice Hockey,Ice Hockey,"MAC CARTHY, Justin",USA,United States,Men,Ice Hockey,Silver
1924,Chamonix,Ice Hockey,Ice Hockey,"RICE, Willard",USA,United States,Men,Ice Hockey,Silver
1924,Chamonix,Ice Hockey,Ice Hockey,"SMALL, Irving Wheeler",USA,United States,Men,Ice Hockey,Silver
1924,Chamonix,Ice Hockey,Ice Hockey,"SYNNOTT, Francis Allen",USA,United States,Men,Ice Hockey,Silver
1924,Chamonix,Skating,Figure skating,"GAUTSCHI, Georges",SUI,Switzerland,Men,Individual,Bronze
1924,Chamonix,Skating,Figure skating,"GRAFSTRÖM, Gillis",SWE,Sweden,Men,Individual,Gold
1924,Chamonix,Skating,Figure skating,"BÖCKL, Willy",AUT,Austria,Men,Individual,Silver
1924,Chamonix,Skating,Figure skating,"MUCKELT, Ethel",GBR,United Kingdom,Women,Individual,Bronze
1924,Chamonix,Skating,Figure skating,"SZABO-PLANK, Herma",AUT,Austria,Women,Individual,Gold
1924,Chamonix,Skating,Figure skating,"LOUGHRAN, Beatrix",USA,United States,Women,Individual,Silver
1924,Chamonix,Skating,Figure skating,"BRUNET, Andrée",FRA,France,Women,Pairs,Bronze
1924,Chamonix,Skating,Figure skating,"BRUNET, Pierre",FRA,France,Men,Pairs,Bronze
1924,Chamonix,Skating,Figure skating,"BERGER, Alfred",AUT,Austria,Men,Pairs,Gold
1924,Chamonix,Skating,Figure skating,"ENGELMANN, Helene",AUT,Austria,Women,Pairs,Gold
1924,Chamonix,Skating,Figure skating,"JAKOBSSON, Ludowika",FIN,Finland,Women,Pairs,Silver
1924,Chamonix,Skating,Figure skating,"JAKOBSSON, Walter",FIN,Finland,Men,Pairs,Silver
1924,Chamonix,Skating,Speed skating,"LARSEN, Roald",NOR,Norway,Men,10000M,Bronze
1924,Chamonix,Skating,Speed skating,"SKUTNABB, Julius",FIN,Finland,Men,10000M,Gold
1924,Chamonix,Skating,Speed skating,"THUNBERG, Clas",FIN,Finland,Men,10000M,Silver
1924,Chamonix,Skating,Speed skating,"MOEN, Sigurd",NOR,Norway,Men,1500M,Bronze
1924,Chamonix,Skating,Speed skating,"THUNBERG, Clas",FIN,Finland,Men,1500M,Gold
1924,Chamonix,Skating,Speed skating,"LARSEN, Roald",NOR,Norway,Men,1500M,Silver
1924,Chamonix,Skating,Speed skating,"LARSEN, Roald",NOR,Norway,Men,5000M,Bronze
1924,Chamonix,Skating,Speed skating,"THUNBERG, Clas",FIN,Finland,Men,5000M,Gold
1924,Chamonix,Skating,Speed skating,"SKUTNABB, Julius",FIN,Finland,Men,5000M,Silver
1924,Chamonix,Skating,Speed skating,"THUNBERG, Clas",FIN,Finland,Men,500M,Bronze
1924,Chamonix,Skating,Speed skating,"LARSEN, Roald",NOR,Norway,Men,500M,Bronze
1924,Chamonix,Skating,Speed skating,"JEWTRAW, Charles",USA,United States,Men,500M,Gold
1924,Chamonix,Skating,Speed skating,"OLSEN, Oskar",NOR,Norway,Men,500M,Silver
1924,Chamonix,Skating,Speed skating,"SKUTNABB, Julius",FIN,Finland,Men,Combined (4 Events),Bronze
1924,Chamonix,Skating,Speed skating,"THUNBERG, Clas",FIN,Finland,Men,Combined (4 Events),Gold
1924,Chamonix,Skating,Speed skating,"LARSEN, Roald",NOR,Norway,Men,Combined (4 Events),Silver
1924,Chamonix,Skiing,Cross Country Skiing,"NIKU, Tapani",FIN,Finland,Men,18KM,Bronze
1924,Chamonix,Skiing,Cross Country Skiing,"HAUG, Thorleif",NOR,Norway,Men,18KM,Gold
1924,Chamonix,Skiing,Cross Country Skiing,"GROTTUMSBRAATEN, Johan",NOR,Norway,Men,18KM,Silver
1924,Chamonix,Skiing,Cross Country Skiing,"GROTTUMSBRAATEN, Johan",NOR,Norway,Men,50KM,Bronze
1924,Chamonix,Skiing,Cross Country Skiing,"HAUG, Thorleif",NOR,Norway,Men,50KM,Gold
1924,Chamonix,Skiing,Cross Country Skiing,"STRÖMSTAD, Thoralf",NOR,Norway,Men,50KM,Silver
1924,Chamonix,Skiing,Nordic Combined,"GROTTUMSBRAATEN, Johan",NOR,Norway,Men,Individual,Bronze
1924,Chamonix,Skiing,Nordic Combined,"HAUG, Thorleif",NOR,Norway,Men,Individual,Gold
1924,Chamonix,Skiing,Nordic Combined,"STRÖMSTAD, Thoralf",NOR,Norway,Men,Individual,Silver
1924,Chamonix,Skiing,Ski Jumping,"HAUGEN, Anders",USA,United States,Men,K90 Individual (70M),Bronze
1924,Chamonix,Skiing,Ski Jumping,"THAMS, Jacob Tullin",NOR,Norway,Men,K90 Individual (70M),Gold
1924,Chamonix,Skiing,Ski Jumping,"BONNA, Narve",NOR,Norway,Men,K90 Individual (70M),Silver
1928,St.Moritz,Bobsleigh,Bobsleigh,"HESS, Hans",GER,Germany,Men,Five-Man,Bronze
1928,St.Moritz,Bobsleigh,Bobsleigh,"HUBER, Sebastian",GER,Germany,Men,Five-Man,Bronze
1928,St.Moritz,Bobsleigh,Bobsleigh,"KILIAN, Hanns",GER,Germany,Men,Five-Man,Bronze
1928,St.Moritz,Bobsleigh,Bobsleigh,"KREMPL, Valentin",GER,Germany,Men,Five-Man,Bronze
1928,St.Moritz,Bobsleigh,Bobsleigh,"NÄGLE, Hanns",GER,Germany,Men,Five-Man,Bronze
1928,St.Moritz,Bobsleigh,Bobsleigh,"FISKE, William",USA,United States,Men,Five-Man,Gold
1928,St.Moritz,Bobsleigh,Bobsleigh,"GRAY, Clifford Barton",USA,United States,Men,Five-Man,Gold
1928,St.Moritz,Bobsleigh,Bobsleigh,"MASON, Geoffrey Travers",USA,United States,Men,Five-Man,Gold
1928,St.Moritz,Bobsleigh,Bobsleigh,"PARKE, Richard",USA,United States,Men,Five-Man,Gold
1928,St.Moritz,Bobsleigh,Bobsleigh,"TUCKER, Nion",USA,United States,Men,Five-Man,Gold
1928,St.Moritz,Bobsleigh,Bobsleigh,"DOE, Thomas",USA,United States,Men,Five-Man,Silver
1928,St.Moritz,Bobsleigh,Bobsleigh,"GRANGER, David",USA,United States,Men,Five-Man,Silver
1928,St.Moritz,Bobsleigh,Bobsleigh,"HEATON, Jennison",USA,United States,Men,Five-Man,Silver
1928,St.Moritz,Bobsleigh,Bobsleigh,"HINE, Lyman",USA,United States,Men,Five-Man,Silver
1928,St.Moritz,Bobsleigh,Bobsleigh,"O'BRIEN, Jay James",USA,United States,Men,Five-Man,Silver
1928,St.Moritz,Bobsleigh,Skeleton,"NORTHESK, David, Earl of",GBR,United Kingdom,Men,Individual,Bronze
1928,St.Moritz,Bobsleigh,Skeleton,"HEATON, Jennison",USA,United States,Men,Individual,Gold
1928,St.Moritz,Bobsleigh,Skeleton,"HEATON, John",USA,United States,Men,Individual,Silver
1928,St.Moritz,Ice Hockey,Ice Hockey,"ANDREOSSI, Giannin",SUI,Switzerland,Men,Ice Hockey,Bronze
1928,St.Moritz,Ice Hockey,Ice Hockey,"ANDREOSSI, Mezzi",SUI,Switzerland,Men,Ice Hockey,Bronze
1928,St.Moritz,Ice Hockey,Ice Hockey,"BREITER, Robert",SUI,Switzerland,Men,Ice Hockey,Bronze
1928,St.Moritz,Ice Hockey,Ice Hockey,"DUFOUR, Louis",SUI,Switzerland,Men,Ice Hockey,Bronze
1928,St.Moritz,Ice Hockey,Ice Hockey,"FASEL, Charles",SUI,Switzerland,Men,Ice Hockey,Bronze
1928,St.Moritz,Ice Hockey,Ice Hockey,"GEROMINI, Albert",SUI,Switzerland,Men,Ice Hockey,Bronze
1928,St.Moritz,Ice Hockey,Ice Hockey,"KRAATZ, Fritz",SUI,Switzerland,Men,Ice Hockey,Bronze
1928,St.Moritz,Ice Hockey,Ice Hockey,"MARTIGNONI, Arnold",SUI,Switzerland,Men,Ice Hockey,Bronze
1928,St.Moritz,Ice Hockey,Ice Hockey,"MENG, Heini",SUI,Switzerland,Men,Ice Hockey,Bronze
1928,St.Moritz,Ice Hockey,Ice Hockey,"MOROSANI, Anton",SUI,Switzerland,Men,Ice Hockey,Bronze
1928,St.Moritz,Ice Hockey,Ice Hockey,"RÜEDI, Luzius",SUI,Switzerland,Men,Ice Hockey,Bronze
1928,St.Moritz,Ice Hockey,Ice Hockey,"TORRIANI, Richard",SUI,Switzerland,Men,Ice Hockey,Bronze
1928,St.Moritz,Ice Hockey,Ice Hockey,"DELAHAY, Charles",CAN,Canada,Men,Ice Hockey,Gold
1928,St.Moritz,Ice Hockey,Ice Hockey,"FISHER, Franlyn Wood",CAN,Canada,Men,Ice Hockey,Gold
1928,St.Moritz,Ice Hockey,Ice Hockey,"HUDSON, Henry Louis",CAN,Canada,Men,Ice Hockey,Gold
1928,St.Moritz,Ice Hockey,Ice Hockey,"MUELLER, Norbert Edward",CAN,Canada,Men,Ice Hockey,Gold
1928,St.Moritz,Ice Hockey,Ice Hockey,"PLAXTON, Herbert Alfred",CAN,Canada,Men,Ice Hockey,Gold
1928,St.Moritz,Ice Hockey,Ice Hockey,"PLAXTON, Hugh John",CAN,Canada,Men,Ice Hockey,Gold
1928,St.Moritz,Ice Hockey,Ice Hockey,"PLAXTON, Rogers Hayward",CAN,Canada,Men,Ice Hockey,Gold
1928,St.Moritz,Ice Hockey,Ice Hockey,"PORTER, John Chester",CAN,Canada,Men,Ice Hockey,Gold
1928,St.Moritz,Ice Hockey,Ice Hockey,"SULLIVAN, Frank Gerald",CAN,Canada,Men,Ice Hockey,Gold
1928,St.Moritz,Ice Hockey,Ice Hockey,"SULLIVAN, Joseph Taylor",CAN,Canada,Men,Ice Hockey,Gold
1928,St.Moritz,Ice Hockey,Ice Hockey,"TAYLOR, Ross Croft",CAN,Canada,Men,Ice Hockey,Gold
1928,St.Moritz,Ice Hockey,Ice Hockey,"TROTTIER, David",CAN,Canada,Men,Ice Hockey,Gold
1928,St.Moritz,Ice Hockey,Ice Hockey,"ABRAHAMSSON, Carl",SWE,Sweden,Men,Ice Hockey,Silver
1928,St.Moritz,Ice Hockey,Ice Hockey,"BERGMAN, Emil",SWE,Sweden,Men,Ice Hockey,Silver
1928,St.Moritz,Ice Hockey,Ice Hockey,"HOLMQVIST, Birger",SWE,Sweden,Men,Ice Hockey,Silver
1928,St.Moritz,Ice Hockey,Ice Hockey,"JOHANSSON, Gustaf",SWE,Sweden,Men,Ice Hockey,Silver
1928,St.Moritz,Ice Hockey,Ice Hockey,"JOHANSSON, Henry",SWE,Sweden,Men,Ice Hockey,Silver
1928,St.Moritz,Ice Hockey,Ice Hockey,"JOHANSSON, Nils",SWE,Sweden,Men,Ice Hockey,Silver
1928,St.Moritz,Ice Hockey,Ice Hockey,"KARLBERG, Ernst",SWE,Sweden,Men,Ice Hockey,Silver
1928,St.Moritz,Ice Hockey,Ice Hockey,"LARSSON, Erik",SWE,Sweden,Men,Ice Hockey,Silver
1928,St.Moritz,Ice Hockey,Ice Hockey,"LINDE, Bertil",SWE,Sweden,Men,Ice Hockey,Silver
1928,St.Moritz,Ice Hockey,Ice Hockey,"ÖBERG, Sigfrid",SWE,Sweden,Men,Ice Hockey,Silver
1928,St.Moritz,Ice Hockey,Ice Hockey,"PETERSEN, Wilhelm",SWE,Sweden,Men,Ice Hockey,Silver
1928,St.Moritz,Ice Hockey,Ice Hockey,"SUCKSDORFF, Kurt",SWE,Sweden,Men,Ice Hockey,Silver
1928,St.Moritz,Skating,Figure skating,"VAN ZEEBROECK, Robert",BEL,Belgium,Men,Individual,Bronze
1928,St.Moritz,Skating,Figure skating,"GRAFSTRÖM, Gillis",SWE,Sweden,Men,Individual,Gold
1928,St.Moritz,Skating,Figure skating,"BÖCKL, Willy",AUT,Austria,Men,Individual,Silver
1928,St.Moritz,Skating,Figure skating,"LOUGHRAN, Beatrix",USA,United States,Women,Individual,Bronze
1928,St.Moritz,Skating,Figure skating,"HENIE, Sonja",NOR,Norway,Women,Individual,Gold
1928,St.Moritz,Skating,Figure skating,"BURGER, Fritzi",AUT,Austria,Women,Individual,Silver
1928,St.Moritz,Skating,Figure skating,"BRUNNER, Melitta",AUT,Austria,Women,Pairs,Bronze
1928,St.Moritz,Skating,Figure skating,"WREDE, Ludwig",AUT,Austria,Men,Pairs,Bronze
1928,St.Moritz,Skating,Figure skating,"BRUNET, Andrée",FRA,France,Women,Pairs,Gold
1928,St.Moritz,Skating,Figure skating,"BRUNET, Pierre",FRA,France,Men,Pairs,Gold
1928,St.Moritz,Skating,Figure skating,"KAISER, Otto",AUT,Austria,Men,Pairs,Silver
1928,St.Moritz,Skating,Figure skating,"SCHOLZ, Lilly",AUT,Austria,Women,Pairs,Silver
1928,St.Moritz,Skating,Speed skating,"BALLANGRUD, Ivar",NOR,Norway,Men,1500M,Bronze
1928,St.Moritz,Skating,Speed skating,"THUNBERG, Clas",FIN,Finland,Men,1500M,Gold
1928,St.Moritz,Skating,Speed skating,"EVENSEN, Bernt",NOR,Norway,Men,1500M,Silver
1928,St.Moritz,Skating,Speed skating,"EVENSEN, Bernt",NOR,Norway,Men,5000M,Bronze
1928,St.Moritz,Skating,Speed skating,"BALLANGRUD, Ivar",NOR,Norway,Men,5000M,Gold
1928,St.Moritz,Skating,Speed skating,"SKUTNABB, Julius",FIN,Finland,Men,5000M,Silver
1928,St.Moritz,Skating,Speed skating,"FRIMAN, Jaakko",FIN,Finland,Men,500M,Bronze
1928,St.Moritz,Skating,Speed skating,"LARSEN, Roald",NOR,Norway,Men,500M,Bronze
1928,St.Moritz,Skating,Speed skating,"FARRELL, John O",USA,United States,Men,500M,Bronze
1928,St.Moritz,Skating,Speed skating,"THUNBERG, Clas",FIN,Finland,Men,500M,Gold
1928,St.Moritz,Skating,Speed skating,"EVENSEN, Bernt",NOR,Norway,Men,500M,Gold
1928,St.Moritz,Skiing,Cross Country Skiing,"ÖDEGAARD, Reidar",NOR,Norway,Men,18KM,Bronze
1928,St.Moritz,Skiing,Cross Country Skiing,"GROTTUMSBRAATEN, Johan",NOR,Norway,Men,18KM,Gold
1928,St.Moritz,Skiing,Cross Country Skiing,"HEGGE, Ole",NOR,Norway,Men,18KM,Silver
1928,St.Moritz,Skiing,Cross Country Skiing,"ANDERSSON, Volger",SWE,Sweden,Men,50KM,Bronze
1928,St.Moritz,Skiing,Cross Country Skiing,"HEDLUND, Per Erik",SWE,Sweden,Men,50KM,Gold
1928,St.Moritz,Skiing,Cross Country Skiing,"JONSSON, Gustav",SWE,Sweden,Men,50KM,Silver
1928,St.Moritz,Skiing,Nordic Combined,"SNERSRUD, John",NOR,Norway,Men,Individual,Bronze
1928,St.Moritz,Skiing,Nordic Combined,"GROTTUMSBRAATEN, Johan",NOR,Norway,Men,Individual,Gold
1928,St.Moritz,Skiing,Nordic Combined,"VINJARENGEN, Hans",NOR,Norway,Men,Individual,Silver
1928,St.Moritz,Skiing,Ski Jumping,"BURKERT, Rudolf",TCH,Czechoslovakia,Men,K90 Individual (70M),Bronze
1928,St.Moritz,Skiing,Ski Jumping,"ANDERSEN, Alf",NOR,Norway,Men,K90 Individual (70M),Gold
1928,St.Moritz,Skiing,Ski Jumping,"RUUD, Sigmund",NOR,Norway,Men,K90 Individual (70M),Silver
1932,Lake Placid,Bobsleigh,Bobsleigh,"BREHME, Albert",GER,Germany,Men,Four-Man,Bronze
1932,Lake Placid,Bobsleigh,Bobsleigh,"GRAU, Fritz",GER,Germany,Men,Four-Man,Bronze
1932,Lake Placid,Bobsleigh,Bobsleigh,"HOPMANN, Helmut",GER,Germany,Men,Four-Man,Bronze
1932,Lake Placid,Bobsleigh,Bobsleigh,"HUBER, Sebastian",GER,Germany,Men,Four-Man,Bronze
1932,Lake Placid,Bobsleigh,Bobsleigh,"HUTH, Werner",GER,Germany,Men,Four-Man,Bronze
1932,Lake Placid,Bobsleigh,Bobsleigh,"KILIAN, Hanns",GER,Germany,Men,Four-Man,Bronze
1932,Lake Placid,Bobsleigh,Bobsleigh,"KROTKI, Rudolf",GER,Germany,Men,Four-Man,Bronze
1932,Lake Placid,Bobsleigh,Bobsleigh,"LUDWIG, Max",GER,Germany,Men,Four-Man,Bronze
1932,Lake Placid,Bobsleigh,Bobsleigh,"MEHLHHORN, Hans",GER,Germany,Men,Four-Man,Bronze
1932,Lake Placid,Bobsleigh,Bobsleigh,"ROSSNER, Heinrich",GER,Germany,Men,Four-Man,Bronze
1932,Lake Placid,Bobsleigh,Bobsleigh,"ZAHN, Werner",GER,Germany,Men,Four-Man,Bronze
1932,Lake Placid,Bobsleigh,Bobsleigh,"EAGAN, Edward",USA,United States,Men,Four-Man,Gold
1932,Lake Placid,Bobsleigh,Bobsleigh,"FISKE, William",USA,United States,Men,Four-Man,Gold
1932,Lake Placid,Bobsleigh,Bobsleigh,"GRAY, Clifford Barton",USA,United States,Men,Four-Man,Gold
1932,Lake Placid,Bobsleigh,Bobsleigh,"O'BRIEN, Jay James",USA,United States,Men,Four-Man,Gold
1932,Lake Placid,Bobsleigh,Bobsleigh,"STEVENS, J. Hubert",USA,United States,Men,Four-Man,Gold
1932,Lake Placid,Bobsleigh,Bobsleigh,"ASHFORTH, Albert",USA,United States,Men,Four-Man,Silver
1932,Lake Placid,Bobsleigh,Bobsleigh,"BRYANT, Precy D.",USA,United States,Men,Four-Man,Silver
1932,Lake Placid,Bobsleigh,Bobsleigh,"GOODRICH, Hunter",USA,United States,Men,Four-Man,Silver
1932,Lake Placid,Bobsleigh,Bobsleigh,"HACKNEY, Clement",USA,United States,Men,Four-Man,Silver
1932,Lake Placid,Bobsleigh,Bobsleigh,"HOMBURGER, Henry A.",USA,United States,Men,Four-Man,Silver
1932,Lake Placid,Bobsleigh,Bobsleigh,"HORTON, Edmund C",USA,United States,Men,Four-Man,Silver
1932,Lake Placid,Bobsleigh,Bobsleigh,"LIPSON, Howard S",USA,United States,Men,Four-Man,Silver
1932,Lake Placid,Bobsleigh,Bobsleigh,"MARTIN, Harry G",USA,United States,Men,Four-Man,Silver
1932,Lake Placid,Bobsleigh,Bobsleigh,"STEVENS, Curtis",USA,United States,Men,Four-Man,Silver
1932,Lake Placid,Bobsleigh,Bobsleigh,"STEVENS, Francis Paul",USA,United States,Men,Four-Man,Silver
1932,Lake Placid,Bobsleigh,Bobsleigh,"BRYANT, Precy D.",USA,United States,Men,Two-Man,Bronze
1932,Lake Placid,Bobsleigh,Bobsleigh,"HEATON, John",USA,United States,Men,Two-Man,Bronze
1932,Lake Placid,Bobsleigh,Bobsleigh,"HOMBURGER, Henry A.",USA,United States,Men,Two-Man,Bronze
1932,Lake Placid,Bobsleigh,Bobsleigh,"MARTIN, Harry G",USA,United States,Men,Two-Man,Bronze
1932,Lake Placid,Bobsleigh,Bobsleigh,"MINTON, Robert",USA,United States,Men,Two-Man,Bronze
1932,Lake Placid,Bobsleigh,Bobsleigh,"STEVENS, J. Hubert",USA,United States,Men,Two-Man,Bronze
1932,Lake Placid,Bobsleigh,Bobsleigh,"ARTHUR, Adams",USA,United States,Men,Two-Man,Gold
1932,Lake Placid,Bobsleigh,Bobsleigh,"STEVENS, Curtis",USA,United States,Men,Two-Man,Gold
1932,Lake Placid,Bobsleigh,Bobsleigh,"CAPADRUTT, Reto",SUI,Switzerland,Men,Two-Man,Silver
1932,Lake Placid,Bobsleigh,Bobsleigh,"FONJALLAZ, Gaston",SUI,Switzerland,Men,Two-Man,Silver
